State,County,factor_1,contribution_1,factor_2,contribution_2,factor_3,contribution_3,predicted_life_expectancy,actual_life_expectancy
Indiana,Morgan,% Food Insecure,0.36180525861029295,Sleeping less than 7 hours among adults aged >=18 years,-0.252523534,Household Income (Pacific Islander),0.24853012859353163,75.41565644388648,75.3
Indiana,Newton,E_UNEMP,-0.548719963,Current asthma among adults aged >=18 years,-0.416856379,E_PARK,-0.168828069,74.04969719395862,73.6
Indiana,Noble,% Food Insecure,0.6141292976744643,E_UNEMP,0.1965684567133679,Cervical cancer screening among adult women aged 21-65 years,0.17564081794807998,76.27044956,75.8
Indiana,Orange,Current asthma among adults aged >=18 years,-0.727107125,% Food Insecure,-0.395166859,E_UNEMP,0.23339951459850009,73.80948343593676,74.2
Indiana,Putnam,% Food Insecure,0.36180525861029295,E_UNEMP,0.23621046326150355,Household Income (Pacific Islander),0.21786320245852484,76.16785519,75.8
Indiana,Randolph,Current asthma among adults aged >=18 years,-0.494419065,% Food Insecure,-0.395166859,Cervical cancer screening among adult women aged 21-65 years,-0.277080391,73.81345438451453,73.8
Indiana,St. Joseph,Current asthma among adults aged >=18 years,-0.494419065,E_PARK,0.2606483700406225,Cervical cancer screening among adult women aged 21-65 years,0.2471231141291227,75.71742994565402,75.1
Indiana,Shelby,% Unemployed,-0.271080656,Cervical cancer screening among adult women aged 21-65 years,0.2471231141291227,Obesity among adults aged >=18 years,-0.210617711,75.46573310895936,75.6
Indiana,Spencer,% Food Insecure,0.6141292976744643,Average Grade Performance,0.40035406796694534,Household Income (Pacific Islander),0.3436092158719523,76.17325514,76.3
Indiana,Tipton,Household Income (Pacific Islander),0.30646622484290525,Cervical cancer screening among adult women aged 21-65 years,0.2947779782498133,Average Grade Performance,0.20147973428769578,76.27787750582401,75.9
Indiana,Union,% Food Insecure,0.6141292976744643,Current asthma among adults aged >=18 years,-0.339293692,% Unemployed,-0.236218921,75.23638834587175,75.1
Indiana,Vanderburgh,Cervical cancer screening among adult women aged 21-65 years,0.366260274,E_TOTCR,-0.331707409,Current asthma among adults aged >=18 years,-0.261731006,74.91621344015668,74.1
Indiana,Vermillion,% Food Insecure,-0.395166859,E_UNEMP,-0.283457524,Current asthma among adults aged >=18 years,-0.261731006,74.34857321714827,74.3
Indiana,Vigo,% Food Insecure,-0.647490898,Household Income (Pacific Islander),-0.434738279,Current asthma among adults aged >=18 years,-0.339293692,73.96931141099974,73.7
Indiana,Wells,% Food Insecure,0.6141292976744643,% Unemployed,-0.305942391,E_UNEMP,0.29759502598792703,76.53597549127812,76.7
Indiana,White,% Food Insecure,0.36180525861029295,% Unemployed,-0.305942391,Cervical cancer screening among adult women aged 21-65 years,0.17564081794807998,75.55185599,75.3
Indiana,Whitley,% Food Insecure,0.6141292976744643,Cervical cancer screening among adult women aged 21-65 years,0.4377425706118953,Obesity among adults aged >=18 years,0.3446897423257929,77.35872593288192,77.8
Iowa,Adair,Current asthma among adults aged >=18 years,1.0568346637794592,% Food Insecure,0.8664533367386357,Sleeping less than 7 hours among adults aged >=18 years,0.4485053573906167,77.73174261,77
Iowa,Adams,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,0.9792719773323787,Sleeping less than 7 hours among adults aged >=18 years,0.5361339687987948,76.87451956274828,77.6
Iowa,Appanoose,Obesity among adults aged >=18 years,-0.583714906,Current asthma among adults aged >=18 years,0.5138958586498932,Sleeping less than 7 hours among adults aged >=18 years,0.4485053573906167,74.59765136673957,75.4
Iowa,Benton,Current asthma among adults aged >=18 years,1.1343973502265396,% Food Insecure,1.118777375802807,Household Income (Pacific Islander),0.6019838766893344,79.31330840650517,79.2
Iowa,Black Hawk,Current asthma among adults aged >=18 years,0.8241466044382164,% Food Insecure,0.6141292976744643,E_PARK,0.27928951506745037,77.21813597,76.7
Iowa,Bremer,% Food Insecure,1.623425454,Current asthma among adults aged >=18 years,1.2895227231207005,Sleeping less than 7 hours among adults aged >=18 years,0.5799482745028834,79.64112192,79.7
Iowa,Buchanan,Current asthma among adults aged >=18 years,1.211960037,% Food Insecure,1.118777375802807,Sleeping less than 7 hours among adults aged >=18 years,0.49231966309470615,78.43313645427077,79
Iowa,Calhoun,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,0.9792719773323787,E_TOTCR,0.5711096298136862,78.05703342339794,77.7
Iowa,Cass,Current asthma among adults aged >=18 years,0.746583918,Sleeping less than 7 hours among adults aged >=18 years,0.49231966309470615,E_UNEMP,0.42682848670052714,76.64792294,76.2
Iowa,Cedar,% Food Insecure,1.3711014148669785,Current asthma among adults aged >=18 years,1.2895227231207005,Sleeping less than 7 hours among adults aged >=18 years,0.6237625802069722,78.75096163315865,79.1
Iowa,Cherokee,Current asthma among adults aged >=18 years,1.0568346637794592,% Food Insecure,0.8664533367386357,E_TOTCR,0.5711096298136862,78.28189552,77.9
Iowa,Clarke,Current asthma among adults aged >=18 years,0.9792719773323787,Sleeping less than 7 hours among adults aged >=18 years,0.3937374752605056,Average Grade Performance,-0.262560378,76.33010022,75.4
Iowa,Clay,Current asthma among adults aged >=18 years,1.0568346637794592,% Food Insecure,0.8664533367386357,E_TOTCR,0.5711096298136862,78.96604894720501,78.4
Iowa,Dallas,Current asthma among adults aged >=18 years,1.8324615282502665,% Food Insecure,1.623425454,Household Income (Pacific Islander),1.0615521589682004,82.23801899,81.9
Iowa,Davis,% Food Insecure,1.3711014148669785,Current asthma among adults aged >=18 years,0.591458545,Sleeping less than 7 hours among adults aged >=18 years,0.43755178096459507,77.17925781412552,77.3
Iowa,Decatur,Current asthma among adults aged >=18 years,0.5138958586498932,% Unemployed,-0.410527594,Average Grade Performance,-0.395143267,75.09624322405597,76
Iowa,Dubuque,Current asthma among adults aged >=18 years,1.211960037,% Food Insecure,1.118777375802807,Sleeping less than 7 hours among adults aged >=18 years,0.6237625802069722,79.15369369030725,78.7
Iowa,Emmet,Current asthma among adults aged >=18 years,0.9792719773323787,% Food Insecure,0.6141292976744643,E_TOTCR,0.5711096298136862,77.59603692692619,77
Iowa,Fayette,Current asthma among adults aged >=18 years,0.9792719773323787,% Food Insecure,0.6141292976744643,E_TOTCR,0.4177198944501643,77.52456369574533,77.1
Iowa,Floyd,% Food Insecure,0.8664533367386357,Current asthma among adults aged >=18 years,0.746583918,Sleeping less than 7 hours among adults aged >=18 years,0.5580411216508392,77.35593836,76.7
Iowa,Greene,Current asthma among adults aged >=18 years,0.9792719773323787,% Food Insecure,0.6141292976744643,% Unemployed,-0.480251064,76.82271169740481,76.8
Iowa,Grundy,% Food Insecure,1.623425454,Current asthma among adults aged >=18 years,1.3670854095677825,Sleeping less than 7 hours among adults aged >=18 years,0.7442519208932167,79.86803832710659,79.3
Iowa,Guthrie,Current asthma among adults aged >=18 years,1.1343973502265396,% Food Insecure,1.118777375802807,Sleeping less than 7 hours among adults aged >=18 years,0.4265982045385727,78.19819857060531,78.8
Iowa,Hamilton,Current asthma among adults aged >=18 years,1.1343973502265396,% Food Insecure,0.8664533367386357,Sleeping less than 7 hours among adults aged >=18 years,0.5909018509289059,78.10805075,77.2
Iowa,Hancock,Current asthma among adults aged >=18 years,1.211960037,% Food Insecure,0.8664533367386357,Sleeping less than 7 hours among adults aged >=18 years,0.5032732395207278,78.73291627185634,78.6
Iowa,Henry,Current asthma among adults aged >=18 years,1.1343973502265396,% Food Insecure,0.8664533367386357,Sleeping less than 7 hours among adults aged >=18 years,0.43755178096459507,78.02992591,77.2
Iowa,Howard,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,0.9017092908852968,Sleeping less than 7 hours among adults aged >=18 years,0.49231966309470615,78.20207403674297,77.7
Iowa,Humboldt,Current asthma among adults aged >=18 years,0.9017092908852968,% Food Insecure,0.6141292976744643,E_TOTCR,0.42108240733311286,78.18264071457942,78.2
Iowa,Ida,Current asthma among adults aged >=18 years,1.0568346637794592,% Food Insecure,0.8664533367386357,E_TOTCR,0.5711096298136862,77.91861741249565,77.5
Iowa,Iowa,Current asthma among adults aged >=18 years,1.1343973502265396,% Food Insecure,1.118777375802807,Sleeping less than 7 hours among adults aged >=18 years,0.5470875452248168,78.19889681566697,78.1
Iowa,Jackson,Current asthma among adults aged >=18 years,0.9792719773323787,% Food Insecure,0.8664533367386357,Sleeping less than 7 hours among adults aged >=18 years,0.2732481345742619,77.63923479223429,77.9
Iowa,Jasper,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,1.0568346637794592,Sleeping less than 7 hours among adults aged >=18 years,0.5032732395207278,78.43085274269055,77.9
Iowa,Jefferson,Current asthma among adults aged >=18 years,1.4446480960148629,% Food Insecure,0.6141292976744643,% Asian,0.37518666830475883,77.89881508570862,77.1
Iowa,Keokuk,Current asthma among adults aged >=18 years,0.9792719773323787,Sleeping less than 7 hours among adults aged >=18 years,0.5251803923727725,% Food Insecure,0.36180525861029295,76.95877243,76.7
Iowa,Kossuth,Current asthma among adults aged >=18 years,1.1343973502265396,% Food Insecure,0.8664533367386357,E_TOTCR,0.5711096298136862,77.96378710546401,78.7
Iowa,Linn,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,0.9017092908852968,Sleeping less than 7 hours among adults aged >=18 years,0.6785304623370833,79.14313341435057,78.5
Iowa,Lucas,Current asthma among adults aged >=18 years,0.9017092908852968,% Unemployed,-0.410527594,Sleeping less than 7 hours among adults aged >=18 years,0.25134098172221714,75.83038918188849,76
Iowa,Madison,% Food Insecure,1.623425454,Current asthma among adults aged >=18 years,1.211960037,Sleeping less than 7 hours among adults aged >=18 years,0.6018554273549278,79.63028582788888,78.8
Iowa,Marion,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,1.0568346637794592,Sleeping less than 7 hours among adults aged >=18 years,0.645669733,78.72968082714365,78.2
Iowa,Mitchell,% Food Insecure,1.3711014148669785,Current asthma among adults aged >=18 years,0.9017092908852968,E_TOTCR,0.5711096298136862,78.73639975368135,79.3
Iowa,Montgomery,Current asthma among adults aged >=18 years,0.591458545,Sleeping less than 7 hours among adults aged >=18 years,0.45945893381663905,% Food Insecure,0.36180525861029295,76.00924329123153,75.5
Iowa,Muscatine,Current asthma among adults aged >=18 years,1.1343973502265396,% Food Insecure,0.8664533367386357,Sleeping less than 7 hours among adults aged >=18 years,0.5142268159467501,77.68130356069523,76.7
Iowa,Osceola,Current asthma among adults aged >=18 years,0.9792719773323787,% Food Insecure,0.8664533367386357,% Unemployed,-0.584836268,77.65477485323163,77.8
Iowa,Plymouth,% Food Insecure,1.3711014148669785,Current asthma among adults aged >=18 years,1.211960037,Sleeping less than 7 hours among adults aged >=18 years,0.5689946980768611,78.80016925941663,79
Iowa,Pocahontas,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,0.8241466044382164,E_TOTCR,0.5711096298136862,77.37235338946621,76.4
Iowa,Poweshiek,Current asthma among adults aged >=18 years,1.0568346637794592,% Food Insecure,0.8664533367386357,Sleeping less than 7 hours among adults aged >=18 years,0.5909018509289059,77.70222376960267,78.2
Iowa,Sac,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,0.9792719773323787,E_TOTCR,0.5711096298136862,77.99809731,77.1
Iowa,Scott,% Food Insecure,0.8664533367386357,Current asthma among adults aged >=18 years,0.746583918,Cervical cancer screening among adult women aged 21-65 years,0.5092248667929345,78.39838755127343,77.5
Iowa,Shelby,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,0.9792719773323787,Sleeping less than 7 hours among adults aged >=18 years,0.5361339687987948,78.02929904,78.3
Iowa,Tama,Current asthma among adults aged >=18 years,0.8241466044382164,% Food Insecure,0.6141292976744643,Sleeping less than 7 hours among adults aged >=18 years,0.3061088638523282,76.89212021,76.7
Iowa,Union,Current asthma among adults aged >=18 years,0.6690212315440555,% Food Insecure,0.6141292976744643,Sleeping less than 7 hours among adults aged >=18 years,0.26229455814823954,76.09410478114212,75.6
Iowa,Washington,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,1.0568346637794592,% Unemployed,-0.340804125,78.24531242816022,78.5
Iowa,Winnebago,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,1.0568346637794592,Sleeping less than 7 hours among adults aged >=18 years,0.5251803923727725,78.96194688691291,78.8
Iowa,Worth,% Food Insecure,1.118777375802807,Current asthma among adults aged >=18 years,1.0568346637794592,E_TOTCR,0.5711096298136862,78.85165515728764,78.8
Iowa,Wright,Current asthma among adults aged >=18 years,0.9792719773323787,% Food Insecure,0.6141292976744643,Sleeping less than 7 hours among adults aged >=18 years,0.47041251024266145,77.31345342172517,77.8
Kansas,Atchison,Current asthma among adults aged >=18 years,-0.261731006,Sleeping less than 7 hours among adults aged >=18 years,0.2403874052961948,Cervical cancer screening among adult women aged 21-65 years,-0.134115799,74.93506150540134,75.9
Kansas,Barber,% Unemployed,-0.410527594,Obesity among adults aged >=18 years,-0.401504648,% Food Insecure,-0.395166859,73.44994503,74.2
Kansas,Barton,% Unemployed,-0.305942391,Cervical cancer screening among adult women aged 21-65 years,-0.300907823,Sleeping less than 7 hours among adults aged >=18 years,0.2842017110002835,74.49797649313007,74.7
Kansas,Bourbon,Obesity among adults aged >=18 years,-0.687835054,Cervical cancer screening among adult women aged 21-65 years,-0.372390119,Current asthma among adults aged >=18 years,-0.339293692,73.60866892096733,73.6
Kansas,Cheyenne,E_TOTCR,0.5711096298136862,Household Income (Pacific Islander),-0.383655776,E_UNEMP,0.37849889304102746,75.49716561,76.4
Kansas,Coffey,% Food Insecure,0.36180525861029295,Sleeping less than 7 hours among adults aged >=18 years,0.3280160167043729,E_PARK,-0.210416739,75.66655878432522,76.6
Kansas,Cowley,Obesity among adults aged >=18 years,-0.531654832,Average Grade Performance,-0.262560378,Household Income (Pacific Islander),-0.234822446,73.75830464817022,73.7
Kansas,Decatur,E_TOTCR,0.5711096298136862,E_PARK,-0.371465418,Household Income (Pacific Islander),-0.320085793,74.94296201869615,75.4
Kansas,Dickinson,% Food Insecure,0.6141292976744643,Obesity among adults aged >=18 years,-0.453564722,% Unemployed,-0.271080656,74.93175177617715,74.1
Kansas,Franklin,% Food Insecure,0.6141292976744643,% Unemployed,-0.37566586,E_UNEMP,0.28618539357974565,75.48897854614616,75
Kansas,Gove,% Food Insecure,0.8664533367386357,E_TOTCR,0.5711096298136862,% Unemployed,-0.445389329,76.61981769273744,77.1
Kansas,Graham,% Food Insecure,0.8664533367386357,E_TOTCR,0.5711096298136862,E_PARK,-0.375919541,75.26692052496819,75.9
Kansas,Gray,% Food Insecure,1.623425454,E_TOTCR,0.5711096298136862,% Unemployed,-0.549974533,77.72578169400691,77.5
Kansas,Greenwood,Obesity among adults aged >=18 years,-0.314737858,% Unemployed,-0.305942391,E_UNEMP,0.28141395570728445,74.47567377019288,73.5
Kansas,Harper,% Unemployed,-0.445389329,E_PARK,-0.378585488,Household Income (Pacific Islander),-0.325603517,73.87197759748621,74.8
Kansas,Jackson,% Food Insecure,0.6141292976744643,% Unemployed,-0.445389329,E_UNEMP,0.3464638746732016,75.74700278,75.4
Kansas,Jefferson,% Food Insecure,1.118777375802807,Household Income (Pacific Islander),0.45495106700984633,% Unemployed,-0.37566586,77.33169187330408,76.5
Kansas,Johnson,% Food Insecure,1.3711014148669785,Household Income (Pacific Islander),1.0875725811433576,Current asthma among adults aged >=18 years,1.0568346637794592,81.5210012,80.6
Kansas,Labette,Household Income (Pacific Islander),-0.457709433,Current asthma among adults aged >=18 years,-0.416856379,Obesity among adults aged >=18 years,-0.410181327,73.62673234878778,74.4
Kansas,Leavenworth,% Food Insecure,0.6141292976744643,Household Income (Pacific Islander),0.5067886268119174,Current asthma among adults aged >=18 years,0.43633317220281276,76.87118659692932,77
Kansas,McPherson,% Food Insecure,0.6141292976744643,% Unemployed,-0.549974533,Current asthma among adults aged >=18 years,0.43633317220281276,76.90009167906919,77.6
Kansas,Marion,% Food Insecure,0.6141292976744643,Sleeping less than 7 hours among adults aged >=18 years,0.3937374752605056,% Unemployed,-0.37566586,75.73088795228816,76.6
Kansas,Miami,% Food Insecure,0.8664533367386357,Household Income (Pacific Islander),0.5803776332760342,Sleeping less than 7 hours among adults aged >=18 years,0.5799482745028834,77.98683629713258,77.1
Kansas,Montgomery,% Food Insecure,-0.395166859,Obesity among adults aged >=18 years,-0.392827969,Household Income (Pacific Islander),-0.355921955,73.00510187820733,72.2
Kansas,Morris,% Unemployed,-0.37566586,Obesity among adults aged >=18 years,-0.375474611,% Food Insecure,0.36180525861029295,75.22015253566275,75.5
Kansas,Neosho,Household Income (Pacific Islander),-0.364459906,Obesity among adults aged >=18 years,-0.262677785,E_PARK,-0.234792583,74.11122531673288,73.9
Kansas,Osborne,% Unemployed,-0.480251064,E_UNEMP,0.39047559586639063,% Food Insecure,0.36180525861029295,75.15480790657962,75.7
Kansas,Ottawa,% Food Insecure,0.6141292976744643,% Unemployed,-0.445389329,E_PARK,-0.371518996,75.58855112582422,75.3
Kansas,Pawnee,Obesity among adults aged >=18 years,-0.444888043,E_UNEMP,0.3947268682433326,% Unemployed,-0.340804125,74.78845929,75.6
Kansas,Phillips,% Unemployed,-0.480251064,Sleeping less than 7 hours among adults aged >=18 years,0.36087674598243924,E_TOTCR,0.3317400678247696,74.91194217223197,75.8
Kansas,Pottawatomie,% Food Insecure,1.118777375802807,Sleeping less than 7 hours among adults aged >=18 years,0.6347161566329945,Household Income (Pacific Islander),0.5459354226736496,77.72016219767235,78.7
Kansas,Pratt,% Food Insecure,0.6141292976744643,% Unemployed,-0.515112798,Sleeping less than 7 hours among adults aged >=18 years,0.43755178096459507,75.64778240796626,75.6
Kansas,Reno,Sleeping less than 7 hours among adults aged >=18 years,0.3499231695564169,% Unemployed,-0.236218921,Obesity among adults aged >=18 years,-0.210617711,75.16126038393624,75.3
Kansas,Republic,% Food Insecure,0.6141292976744643,% Unemployed,-0.515112798,E_UNEMP,0.510068826,76.19949148684259,76.5
Kansas,Rice,% Food Insecure,0.6141292976744643,% Unemployed,-0.37566586,E_PARK,-0.302367594,75.37007095382208,75.3
Kansas,Rooks,% Food Insecure,0.8664533367386357,E_TOTCR,0.5711096298136862,Sleeping less than 7 hours among adults aged >=18 years,0.382783899,76.43884799614422,75.5
Kansas,Russell,% Unemployed,-0.445389329,Sleeping less than 7 hours among adults aged >=18 years,0.37183032240846164,Household Income (Pacific Islander),-0.296795192,74.67078282082586,74.8
Kansas,Saline,Sleeping less than 7 hours among adults aged >=18 years,0.47041251024266145,% Unemployed,-0.410527594,% Food Insecure,0.36180525861029295,75.81163235768054,75.5
Kansas,Scott,% Food Insecure,0.8664533367386357,E_TOTCR,0.5711096298136862,% Unemployed,-0.549974533,77.32617158375757,76.8
Kansas,Sedgwick,E_PARK,0.2828842254265994,% Unemployed,-0.236218921,Sleeping less than 7 hours among adults aged >=18 years,0.2184802524441508,75.45040454779725,74.8
Kansas,Shawnee,% Food Insecure,0.36180525861029295,Cervical cancer screening among adult women aged 21-65 years,0.31860541,Obesity among adults aged >=18 years,-0.314737858,75.7064907,75
Kansas,Stafford,% Unemployed,-0.445389329,% Food Insecure,0.36180525861029295,E_PARK,-0.332547251,74.57466464,74.2
Kansas,Stevens,% Unemployed,-0.515112798,Obesity among adults aged >=18 years,-0.462241401,E_UNEMP,0.3649328647222511,74.43925018147948,75.4
Kansas,Sumner,Obesity among adults aged >=18 years,-0.401504648,E_PARK,-0.319138524,Sleeping less than 7 hours among adults aged >=18 years,0.31706244027835057,74.39599015496331,74
Kansas,Wilson,Cervical cancer screening among adult women aged 21-65 years,-0.49152728,Current asthma among adults aged >=18 years,-0.416856379,% Food Insecure,-0.395166859,73.20180503,73.4
Kansas,Woodson,Household Income (Pacific Islander),-0.734960516,Cervical cancer screening among adult women aged 21-65 years,-0.586837008,Current asthma among adults aged >=18 years,-0.571981752,72.43110499,73.3
Kansas,Wyandotte,Cervical cancer screening among adult women aged 21-65 years,-0.658319304,Obesity among adults aged >=18 years,-0.531654832,Sleeping less than 7 hours among adults aged >=18 years,-0.44968791,72.90648230049527,73.7
Kentucky,Adair,Current asthma among adults aged >=18 years,-1.192483243,% Food Insecure,-0.899814937,Sleeping less than 7 hours among adults aged >=18 years,-0.657805862,71.60115718758418,71.7
Kentucky,Allen,Current asthma among adults aged >=18 years,-1.03735787,Sleeping less than 7 hours among adults aged >=18 years,-0.493502215,% Food Insecure,-0.395166859,72.12496815571349,73.1
Kentucky,Anderson,Sleeping less than 7 hours among adults aged >=18 years,-0.657805862,Current asthma among adults aged >=18 years,-0.571981752,Obesity among adults aged >=18 years,-0.392827969,73.83984811307641,74.4
Kentucky,Bell,Current asthma among adults aged >=18 years,-2.278360853,% Food Insecure,-1.909111093,Cervical cancer screening among adult women aged 21-65 years,-1.134867945,67.63840646152903,67.3
Kentucky,Boone,% Food Insecure,1.118777375802807,Household Income (Pacific Islander),0.6876247527993108,Cervical cancer screening among adult women aged 21-65 years,0.676016891,77.95771151709395,78
Kentucky,Bourbon,Current asthma among adults aged >=18 years,-0.727107125,Sleeping less than 7 hours among adults aged >=18 years,-0.537316521,% Food Insecure,-0.395166859,73.14374703686768,73.8
Kentucky,Boyd,Sleeping less than 7 hours among adults aged >=18 years,-0.975459578,% Food Insecure,-0.899814937,Current asthma among adults aged >=18 years,-0.882232497,72.10078990438802,71.6
Kentucky,Boyle,Sleeping less than 7 hours among adults aged >=18 years,-0.592084403,Current asthma among adults aged >=18 years,-0.571981752,% Unemployed,0.3215688326343465,74.14872090026287,74.6
Kentucky,Breathitt,% Food Insecure,-2.413759171,Current asthma among adults aged >=18 years,-1.968110108,% Unemployed,1.3674208713625193,68.11772534306989,67.5
Kentucky,Breckinridge,% Food Insecure,-1.152138976,Sleeping less than 7 hours among adults aged >=18 years,-0.712573744,Current asthma among adults aged >=18 years,-0.649544438,71.97933427382515,72.4
Kentucky,Caldwell,Current asthma among adults aged >=18 years,-0.649544438,% Food Insecure,-0.647490898,Sleeping less than 7 hours among adults aged >=18 years,-0.57017725,72.82718855,73
Kentucky,Calloway,Current asthma among adults aged >=18 years,-0.494419065,Household Income (Pacific Islander),-0.412696426,% Food Insecure,-0.395166859,74.05835982788155,74.1
Kentucky,Campbell,Cervical cancer screening among adult women aged 21-65 years,0.4377425706118953,Household Income (Pacific Islander),0.433809474,% Food Insecure,0.36180525861029295,76.40869077353295,77.1
Kentucky,Carroll,Current asthma among adults aged >=18 years,-1.03735787,Sleeping less than 7 hours among adults aged >=18 years,-0.712573744,% Food Insecure,-0.647490898,71.34495196039104,70.7
Kentucky,Carter,% Food Insecure,-1.656787054,Current asthma among adults aged >=18 years,-1.425171303,% Unemployed,1.4022826059867919,70.96637728812735,70.4
Kentucky,Christian,Current asthma among adults aged >=18 years,-0.882232497,Sleeping less than 7 hours among adults aged >=18 years,-0.734480897,Obesity among adults aged >=18 years,-0.731218448,71.68798188055261,71.5
Kentucky,Clay,% Food Insecure,-2.413759171,Current asthma among adults aged >=18 years,-2.045672794,Sleeping less than 7 hours among adults aged >=18 years,-1.128809648,67.53233826369986,68.3
Kentucky,Crittenden,% Food Insecure,-0.899814937,Current asthma among adults aged >=18 years,-0.882232497,Sleeping less than 7 hours among adults aged >=18 years,-0.657805862,71.86692956932454,71.8
Kentucky,Daviess,Sleeping less than 7 hours among adults aged >=18 years,-0.515409368,E_TOTCR,-0.438828488,Cervical cancer screening among adult women aged 21-65 years,0.31860541,75.02552930691309,74.9
Kentucky,Estill,% Food Insecure,-1.656787054,Current asthma among adults aged >=18 years,-1.502733989,Sleeping less than 7 hours among adults aged >=18 years,-0.789248779,69.42520394471116,69.5
Kentucky,Fayette,Cervical cancer screening among adult women aged 21-65 years,0.6283620270946679,E_PARK,0.40853387096424604,% Food Insecure,0.36180525861029295,75.95343604,76.7
Kentucky,Fulton,Current asthma among adults aged >=18 years,-1.812984735,% Food Insecure,-1.404463015,Sleeping less than 7 hours among adults aged >=18 years,-0.953552425,69.16403461,68.3
Kentucky,Garrard,Current asthma among adults aged >=18 years,-0.727107125,Sleeping less than 7 hours among adults aged >=18 years,-0.493502215,E_PARK,-0.266193094,73.61648842349761,73.7
Kentucky,Graves,Current asthma among adults aged >=18 years,-0.727107125,% Food Insecure,-0.647490898,Sleeping less than 7 hours among adults aged >=18 years,-0.438734333,73.26192172349013,73
Kentucky,Grayson,Current asthma among adults aged >=18 years,-1.27004593,% Food Insecure,-0.899814937,Sleeping less than 7 hours among adults aged >=18 years,-0.833063084,71.39160888633901,71
Kentucky,Greenup,Current asthma among adults aged >=18 years,-1.192483243,% Unemployed,1.018803525119795,% Food Insecure,-0.647490898,73.31540958445784,72.5
Kentucky,Hancock,Current asthma among adults aged >=18 years,-0.649544438,Sleeping less than 7 hours among adults aged >=18 years,-0.427780757,% Unemployed,0.35643056725861877,74.24767788096757,74.8
Kentucky,Hardin,Sleeping less than 7 hours among adults aged >=18 years,-0.756388049,Obesity among adults aged >=18 years,-0.618421622,Cervical cancer screening among adult women aged 21-65 years,0.5092248667929345,73.32258756960913,73.7
Kentucky,Henderson,Current asthma among adults aged >=18 years,-0.882232497,% Food Insecure,-0.647490898,Obesity among adults aged >=18 years,-0.436211364,72.91982559332317,73.3
Kentucky,Henry,Current asthma among adults aged >=18 years,-0.882232497,Sleeping less than 7 hours among adults aged >=18 years,-0.646852285,Obesity among adults aged >=18 years,-0.453564722,72.62391651500907,72.7
Kentucky,Hickman,Current asthma among adults aged >=18 years,-1.425171303,Sleeping less than 7 hours among adults aged >=18 years,-0.756388049,% Food Insecure,-0.395166859,72.05424934962525,71.5
Kentucky,Hopkins,Current asthma among adults aged >=18 years,-1.114920557,% Food Insecure,-0.899814937,Sleeping less than 7 hours among adults aged >=18 years,-0.701620167,71.51463444,72.3
Kentucky,Jackson,Current asthma among adults aged >=18 years,-1.502733989,% Food Insecure,-1.404463015,Cervical cancer screening among adult women aged 21-65 years,-0.705974168,70.36685704,71.1
Kentucky,Jessamine,Current asthma among adults aged >=18 years,-0.494419065,Sleeping less than 7 hours among adults aged >=18 years,-0.471595062,Cervical cancer screening among adult women aged 21-65 years,0.31860541,75.11791318303081,75.7
Kentucky,Kenton,Household Income (Pacific Islander),0.4056690843856924,E_TOTCR,-0.37334219,E_PARK,0.36432256165542515,75.92198838,76.3
Kentucky,Larue,Current asthma among adults aged >=18 years,-1.03735787,Sleeping less than 7 hours among adults aged >=18 years,-0.712573744,Obesity among adults aged >=18 years,-0.696511733,72.62685601617278,72.7
Kentucky,Laurel,Current asthma among adults aged >=18 years,-1.27004593,% Food Insecure,-0.899814937,Sleeping less than 7 hours among adults aged >=18 years,-0.41682718,71.67743899516316,72.5
Kentucky,Lee,% Food Insecure,-2.413759171,Current asthma among adults aged >=18 years,-1.812984735,Cervical cancer screening among adult women aged 21-65 years,-0.968075921,68.32310965837313,68.3
Kentucky,Leslie,% Food Insecure,-2.413759171,Current asthma among adults aged >=18 years,-1.657859362,% Unemployed,1.1582504636168849,69.09095477520079,68.7
Kentucky,Lewis,% Food Insecure,-1.656787054,% Unemployed,1.5417295444838819,Current asthma among adults aged >=18 years,-1.502733989,70.21693909786758,70
Kentucky,Logan,Current asthma among adults aged >=18 years,-0.804669811,Sleeping less than 7 hours among adults aged >=18 years,-0.635898709,Obesity among adults aged >=18 years,-0.297384501,72.80980278285129,73.8
Kentucky,McCracken,Sleeping less than 7 hours among adults aged >=18 years,-0.515409368,Current asthma among adults aged >=18 years,-0.494419065,Average Grade Performance,0.3340626234071955,74.27653816274247,73.8
Kentucky,McLean,Current asthma among adults aged >=18 years,-0.649544438,Sleeping less than 7 hours among adults aged >=18 years,-0.471595062,% Food Insecure,0.36180525861029295,74.19507661619919,74.5
